timestamp,direction,rate,caught,total
2026-05-15T20:02:15Z,LONG,0.4500,9,20
2026-05-15T20:03:57Z,LONG,0.4500,9,20
2026-05-15T20:05:56Z,LONG,0.4500,9,20
2026-05-15T21:25:19Z,LONG,0.4500,9,20
2026-05-15T21:27:26Z,LONG,0.4500,9,20
2026-05-15T21:30:27Z,LONG,0.4500,9,20
