id,timestamp,market,sinal,entry_price,stop_loss,alvo1,alvo2,quantidade,risco_usd,rr_planejado,score_ponderado,qualidade_setup,mentor_veredicto,status,exit_price,exit_timestamp,pnl_usd,pnl_pct,resultado,motivo_saida,erros_execucao,notas,ordem_id,alpha_vs_btc
2026-05-17 19:54:00,BOBUSDT,0,NONE,G1|G2,G4,3.7616,BULLISH,19.22,0,0.008139,2361644.42691092,0,,,bloqueado G4,20260517_1954,
2026-05-17 19:54:01,DINGOUSDT,0,NONE,G1|G2,G4,2.5009,BEARISH,-13.42,0,1.75496E-05,629495780.0917604,0,,,bloqueado G4,20260517_1954,
2026-05-17 19:54:01,MOLTUSDT,0,NONE,G1|G2,G4,2.0483,NEUTRAL,-1.77,0,1.884E-05,838776669.31708133,0,,,bloqueado G4,20260517_1954,
2026-05-17 19:54:01,EDENUSDT,0,NONE,G1|G2,G4,3.6896,BULLISH,32.43,0,0.051144,706249.55832826,0,,,bloqueado G4,20260517_1954,
2026-05-17 19:54:02,SHICUSDT,0,NONE,G1|G2,G4,5.1294,BULLISH,10.24,0,2.9205E-06,6771191303.7548523,0,,,bloqueado G4,20260517_1954,
2026-05-17 20:26:35,BOBUSDT,0,NONE,G1|G2,G4,3.8382,BULLISH,17.74,0,0.00803,2409723.50196227,0,,,bloqueado G4,20260517_2026,
2026-05-17 20:26:36,DINGOUSDT,0,NONE,G1|G2,G4,2.5195,BEARISH,-13.11,0,1.76126E-05,634159829.22435212,0,,,bloqueado G4,20260517_2026,
2026-05-17 20:26:36,MOLTUSDT,0,NONE,G1|G2,G4,2.0595,NEUTRAL,-1.77,0,1.884E-05,843380072.46622133,0,,,bloqueado G4,20260517_2026,
2026-05-17 20:26:36,EDENUSDT,0,NONE,G1|G2,G4,3.7039,BULLISH,30.33,0,0.050334,708980.30232584,0,,,bloqueado G4,20260517_2026,
2026-05-17 20:26:36,SHICUSDT,0,NONE,G1|G2,G4,5.2073,NEUTRAL,3.29,0,2.7363E-06,6873957634.1910362,0,,,bloqueado G4,20260517_2026,
2026-05-18 09:26:28,APRUSDT,0,NONE,G1|G2,G4,2.4389,BULLISH,25.4,0,0.1708,59512.30061592,0,,,bloqueado G4,20260518_0926,
2026-05-18 09:26:29,BC2USDT,0,NONE,G1|G2,G4,2.1872,BULLISH,5.16,0,0.3768,36376.50210576,0,,,bloqueado G4,20260518_0926,
2026-05-18 09:26:29,TRACUSDT,85,DISCOVERY,G1|G2|G3|G4|G6,,7.3624,BULLISH,51.72,314934,0.495,65843.80607709,2.24,0.5,2,DISCOVERY score=85 gates=G1;G2;G3;G4;G6,20260518_0926,
2026-05-18 09:36:31,APRUSDT,0,NONE,G1|G2,G4,2.4436,BULLISH,25.62,0,0.1711,59626.60061592,0,,,bloqueado G4,20260518_0936,
2026-05-18 09:36:32,BC2USDT,0,NONE,G1|G2,G4,2.2023,NEUTRAL,3.57,0,0.3711,36627.48209709,0,,,bloqueado G4,20260518_0936,
2026-05-18 09:36:32,TRACUSDT,85,DISCOVERY,G1|G2|G3|G4|G6,,7.3904,BULLISH,49.82,314934,0.4946,66094.23920985,2.24,0.5,2,DISCOVERY score=85 gates=G1;G2;G3;G4;G6,20260518_0936,
2026-05-18 09:41:14,APRUSDT,0,NONE,G1|G2,G4,2.446,BULLISH,26.43,0,0.1722,59684.50061592,0,,,bloqueado G4,20260518_0941,
2026-05-18 09:41:16,BC2USDT,0,NONE,G1|G2,G4,2.234,NEUTRAL,0.98,0,0.36,37155.1716514,0,,,bloqueado G4,20260518_0941,
2026-05-18 09:41:17,TRACUSDT,85,DISCOVERY,G1|G2|G3|G4|G6,,7.4008,BULLISH,49.82,314934,0.4887,66187.45287712,2.24,0.5,2,DISCOVERY score=85 gates=G1;G2;G3;G4;G6,20260518_0941,
